CLDI	PUB	loc	no	raw_translit	normalized_translit	annotations	transli_entities	entities
P128766	SACT 1, 009	@reverse	3	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P128767	SACT 1, 010	@reverse	2	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P128768	SACT 1, 011	@left	1	2(gesz2) 1(u) 2(disz)	2(gec2) 1(u) 2(dic)			
P128769	SACT 1, 012	@left	1	2(disz)#	2(dic)#			
P128770	SACT 1, 013	@left	1	1(gesz'u) 3(u) 8(disz)	1(gec'u) 3(u) 8(dic)			
P128771	SACT 1, 014	@left	1	1(gesz'u) 3(gesz2) 2(u)	1(gec'u) 3(gec2) 2(u)			
P128772	SACT 1, 015	@left	1	2(disz)	2(dic)			
P128773	SACT 1, 016	@left	1	6(disz)	6(dic)			
P128774	SACT 1, 017	@left	1	1(u) 1(disz)	1(u) 1(dic)			
P128775	SACT 1, 018	@left	1	6(disz)	6(dic)			
P128776	SACT 1, 019	@left	1	2(u)	2(u)			
P128777	SACT 1, 020	@left	1	3(u) 2(disz)	3(u) 2(dic)			
P128778	SACT 1, 021	@left	1	6(disz)	6(dic)			
P128779	SACT 1, 022	@left	1	1(gesz2) 4(u)	1(gec2) 4(u)			
P128780	SACT 1, 023	@left	1	3(disz)	3(dic)			
P128781	SACT 1, 024	@left	1	5(disz)	5(dic)			
P128782	SACT 1, 025	@left	1	1(u) 8(disz)	1(u) 8(dic)			
P128783	SACT 1, 026	@left	1	1(disz)	1(dic)			
P128784	SACT 1, 027	@left	1	2(disz)	2(dic)			
P128785	SACT 1, 028	@left	1	[2(u)]	[2(u)]			
P128786	SACT 1, 029	@left	1	1(disz)	1(dic)			
P128787	SACT 1, 030	@left	1	1(u) la2 1(disz)	1(u) la2 1(dic)			
P128788	SACT 1, 031	@left	1	1(disz) gu4	1(dic) gu4			
P200566	SACT 1, 032	@left	1	3(disz)	3(dic)			
P128789	SACT 1, 033	@left	1	1(u) 4(disz)	1(u) 4(dic)			
P128790	SACT 1, 034	@left	1	1(disz)	1(dic)			
P128791	SACT 1, 035	@left	1	2(disz) gu4	2(dic) gu4			
P200567	SACT 1, 036	@left	1	4(disz)	4(dic)			
P128792	SACT 1, 037	@left	1	5(disz)	5(dic)			
P128793	SACT 1, 038	@left	1	4(disz)	4(dic)			
P128794	SACT 1, 039	@reverse	4	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P128795	SACT 1, 040	@left	1	2(u) 4(disz) udu	2(u) 4(dic) udu			
P128796	SACT 1, 041	@left	1	1(disz) gu4 1(disz) udu	1(dic) gu4 1(dic) udu			
P128797	SACT 1, 042	@left	1	1(u) 4(disz)	1(u) 4(dic)			
P128798	SACT 1, 043	@reverse	4	mu sza-asz-ru{ki} ba-hul	mu ca-ac-ru{ki} ba-hul		mu(year) sza-asz-ru{ki} ba-hul	sza-asz-ru{ki}
P128799	SACT 1, 044	@left	1	4(disz)	4(dic)			
P128800	SACT 1, 045	@left	1	2(disz)	2(dic)			
P128801	SACT 1, 046	@left	1	3(disz)	3(dic)			
P128802	SACT 1, 047	@left	1	4(disz)	4(dic)			
P128803	SACT 1, 048	@obverse	8	mu hu-uh2-nu-ri{ki} ba-hul	mu hu-uh2-nu-ri{ki} ba-hul		mu(year) hu-uh2-nu-ri{ki} ba-hul	
P128804	SACT 1, 049	@seal 1	3	sipa na-gab2-tum	sipa na-gab2-tum			
P128805	SACT 1, 050	@left	1	3(disz)	3(dic)			
P128806	SACT 1, 051	@reverse	2	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P128807	SACT 1, 052	@reverse	3	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-ma-asz ba-hul	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ma-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-ma-asz ba-hul	
P128808	SACT 1, 053	@left	1	1(u) 5(disz)	1(u) 5(dic)			
P128809	SACT 1, 054	@left	1	6(disz)	6(dic)			
P128810	SACT 1, 055	@reverse	4	mu us2-sa bad3 ma-da ba-du3	mu us2-sa bad3 ma-da ba-du3		mu(year) us2-sa bad3 ma-da ba-du3	
P128811	SACT 1, 056	@reverse	4	mu e2 puzur4-isz-{d}da-gan ba-du3	mu e2 puzur4-ic-{d}da-gan ba-du3		mu(year) e2 puzur4-isz-{d}da-gan ba-du3	ba-du3
P128812	SACT 1, 057	@left	1	mu# us2-sa e2 puzur4-isz-{d}da-gan ba-du3	mu# us2-sa e2 puzur4-ic-{d}da-gan ba-du3		mu(year)# us2-sa e2 puzur4-isz-{d}da-gan ba-du3	
P128813	SACT 1, 058	@reverse	4	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz) kam-asz ba-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic) kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz) kam-asz ba-hul	
P128814	SACT 1, 059	@reverse	4	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P128815	SACT 1, 060	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P128816	SACT 1, 061	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P128818	SACT 1, 063	@reverse	3	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-[ra2] 1(u) la2 1(disz)-kam-asz ba#-hul	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-[ra2] 1(u) la2 1(dic)-kam-ac ba#-hul		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-[ra2] 1(u) la2 1(disz)-kam-asz ba#-hul	
P128819	SACT 1, 064	@left	1	u4 9(disz)-kam	u4 9(dic)-kam			
P128820	SACT 1, 065	@left	1	u4 2(u) 2(disz)-kam	u4 2(u) 2(dic)-kam			
P128821	SACT 1, 066	@left	1	1(u) 3(disz)	1(u) 3(dic)			
P128822	SACT 1, 067	@left	1	1(u) 5(disz) udu	1(u) 5(dic) udu	(total:) 15 ovicaprids.		
P128823	SACT 1, 068	@reverse	5	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal	year: “Amar-Suen is king.”	mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P128824	SACT 1, 069	@reverse	2	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P128825	SACT 1, 070	@left	1	1(gesz2) 3(u) 5(disz) gu4 1(gesz2) 5(u) 3(disz) udu	1(gec2) 3(u) 5(dic) gu4 1(gec2) 5(u) 3(dic) udu			
P128826	SACT 1, 071	@reverse	5	mu si-mu-ru-um{ki} u3!(IGI) lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} u3!(IGI) lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3!(IGI) lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P128827	SACT 1, 072	@reverse	4	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz) kam-asz ba-hul mu us2-sa-bi	mu si-mu-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(dic) kam-ac ba-hul mu us2-sa-bi		mu(year) si-mu(year)-ru-um{ki} lu-lu-bu{ki} a-ra2 1(u) la2 1(disz) kam-asz ba-hul mu(year) us2-sa-bi	us2-sa-bi
P128828	SACT 1, 073	@reverse	5	mu ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P128829	SACT 1, 074	@reverse	5	mu ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P128830	SACT 1, 075	@reverse	5	mu ki-masz{ki} u3 hur-ti{ki} ba-hul	mu ki-mac{ki} u3 hur-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hur-ti{ki} ba-hul	hur-ti{ki}
P128831	SACT 1, 076	@reverse	5	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P128832	SACT 1, 077	@reverse	4	mu ki-masz{ki} hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} hu-ur5-ti{ki} ba-hul	
P128833	SACT 1, 078	@reverse	5	mu us2-sa ki-masz{ki} u3 hur-ti{ki} ba-hul	mu us2-sa ki-mac{ki} u3 hur-ti{ki} ba-hul		mu(year) us2-sa ki-masz{ki} u3 hur-ti{ki} ba-hul	us2-sa
P128834	SACT 1, 079	@reverse	7	mu ha-ar-szi{ki} ki-masz{ki} ba-hul	mu ha-ar-ci{ki} ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} ki-masz{ki} ba-hul	
P128835	SACT 1, 080	@reverse	4	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P128836	SACT 1, 081	@reverse	5	mu {d}amar-{d}suen-ke4 ur-bi2-lum{ki} mu-hul	mu {d}amar-{d}suen-ke4 ur-bi2-lum{ki} mu-hul		mu(year) {d}amar-{d}suen-ke4 ur-bi2-lum{ki} mu(year)-hul	{d}amar-{d}suen-ke4
P128837	SACT 1, 082	@reverse	6	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul		mu(year) {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu(year)-hul	mu-hul
P128838	SACT 1, 083	@left	1	2(u)	2(u)			
P128839	SACT 1, 084	@reverse	4	mu ur-bi2-lum{ki} ba-hul	mu ur-bi2-lum{ki} ba-hul		mu(year) ur-bi2-lum{ki} ba-hul	ur-bi2-lum{ki}
P128840	SACT 1, 085	@reverse	5	mu {d}amar-{d}suen lugal-e {gesz}gu-za {d}en-lil2-la2 in-dim2	mu {d}amar-{d}suen lugal-e {gec}gu-za {d}en-lil2-la2 in-dim2		mu(year) {d}amar-{d}suen lugal-e {gesz}gu-za {d}en-lil2-la2 in-dim2	{d}amar-{d}suen
P128841	SACT 1, 086	@left	1	2(disz)	2(dic)			
P128842	SACT 1, 087	@left	1	5(disz)	5(dic)			
P128843	SACT 1, 088	@left	1	1(u) 2(disz)	1(u) 2(dic)			
P128844	SACT 1, 089	@left	1	5(disz) udu	5(dic) udu			
P128845	SACT 1, 090	@reverse	4	mu us2-sa {d}szu-{d}suen lugal uri5{ki}-ma bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3	mu us2-sa {d}cu-{d}suen lugal uri5{ki}-ma bad3 mar-tu mu-ri-iq-ti-id-ni-im mu-du3		mu(year) us2-sa {d}szu-{d}suen lugal uri5{ki}-ma bad3 mar-tu mu(year)-ri-iq-ti-id-ni-im mu(year)-du3	us2-sa
P128846	SACT 1, 091	@left	1	1(disz) udu	1(dic) udu			
P128847	SACT 1, 092	@left	1	2(disz) udu	2(dic) udu			
P128848	SACT 1, 093	@left	1	1(disz)	1(dic)			
P128849	SACT 1, 094	@left	1	2(disz)	2(dic)			
P128850	SACT 1, 095	@left	1	1(disz) gu4 2(disz) udu	1(dic) gu4 2(dic) udu			
P128851	SACT 1, 096	@left	1	4(disz) udu	4(dic) udu			
P128852	SACT 1, 097	@reverse	6	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P128853	SACT 1, 098	@left	1	3(disz) udu	3(dic) udu			
P128854	SACT 1, 099	@left	1	5(disz) udu	5(dic) udu			
P128855	SACT 1, 100	@left	1	1(disz) udu	1(dic) udu			
P128856	SACT 1, 101	@left	1	3(disz)	3(dic)			
P128857	SACT 1, 102	@left	1	1(disz)	1(dic)			
P128858	SACT 1, 103	@seal 1	3	sipa gu4 [niga]	sipa gu4 [niga]			
P128859	SACT 1, 104	@seal 1	2	kuruszda# umma?{ki?}	kurucda# umma?{ki?}			
P128860	SACT 1, 105	@column 2	4	nu-banda3 ARAD2-zu	nu-banda3 ARAD2-zu			
P128878	SACT 1, 123	@seal 1	2	mu e2 {d}szara2 ba-du3	mu e2 {d}cara2 ba-du3		mu(year) e2 {d}szara2 ba-du3	ba-du3
P128880	SACT 1, 125	@reverse	6	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P128881	SACT 1, 126	@reverse	5	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 la2 1(disz)-kam-ma-asz ba-hul	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 la2 1(dic)-kam-ma-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 la2 1(disz)-kam-ma-asz ba-hul	
P128882	SACT 1, 127	@reverse	11'	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz@t)-kam-asz ba-hul	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(dic@t)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz@t)-kam-asz ba-hul	
P128883	SACT 1, 128	@reverse	3	mu {d}szul-gi lugal-e ur-bi2-lum{ki} lu-lu-bu{ki} si-mu-ru-um{ki} u3 kar2-har{ki} 1(disz)-sze3 sag-bi szu-bur2-a bi2-ra-a	mu {d}cul-gi lugal-e ur-bi2-lum{ki} lu-lu-bu{ki} si-mu-ru-um{ki} u3 kar2-har{ki} 1(dic)-ce3 sag-bi cu-bur2-a bi2-ra-a		mu(year) {d}szul-gi lugal-e ur-bi2-lum{ki} lu-lu-bu{ki} si-mu(year)-ru-um{ki} u3 kar2-har{ki} 1(disz)-sze3 sag-bi szu-bur2-a bi2-ra-a	{d}szul-gi
P128884	SACT 1, 129	@reverse	7	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P128885	SACT 1, 130	@reverse	7	mu ki-masz{ki} u3 hu-[ur5]-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-[ur5]-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-[ur5]-ti{ki} ba-hul	hu-[ur5]-ti{ki}
P128886	SACT 1, 131	@reverse	6	mu ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3 hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P128887	SACT 1, 132	@reverse	4	mu a-ra2 2(disz)-kam-asz {d}nanna kar-zi-da e2-a-na ba-an-kux(KWU147)	mu a-ra2 2(dic)-kam-ac {d}nanna kar-zi-da e2-a-na ba-an-kux(KWU147)		mu(year) a-ra2 2(disz)-kam-asz {d}nanna kar-zi-da e2-a-na ba-an-kux(KWU147)	kar-zi-da
P128888	SACT 1, 133	@reverse	6	mu us2-sa e2 puzur4-isz-{d}da-gan ba-du3 mu us2-sa-bi	mu us2-sa e2 puzur4-ic-{d}da-gan ba-du3 mu us2-sa-bi		mu(year) us2-sa e2 puzur4-isz-{d}da-gan ba-du3 mu(year) us2-sa-bi	us2-sa
P128889	SACT 1, 134	@reverse	5	mu en {d}nanna masz-e i3-pa3	mu en {d}nanna mac-e i3-pa3		mu(year) en {d}nanna masz-e i3-pa3	masz-e
P128890	SACT 1, 135	@reverse	3	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P128891	SACT 1, 136	@reverse	3	mu us2-sa si-mu-ru-um<{ki}> lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu us2-sa si-mu-ru-um<{ki}> lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) us2-sa si-mu(year)-ru-um<{ki}> lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P128892	SACT 1, 137	@reverse	4	mu us2-sa si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	mu us2-sa si-mu-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(dic)-kam-ac ba-hul		mu(year) us2-sa si-mu(year)-ru-um{ki} u3 lu-lu-bu{ki} a-ra2 1(u) la2 1(disz)-kam-asz ba-hul	
P128893	SACT 1, 138	@reverse	5	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P128894	SACT 1, 139	@reverse	4	mu ki-masz{ki} u3# hu-ur5-ti{ki} ba-hul	mu ki-mac{ki} u3# hu-ur5-ti{ki} ba-hul		mu(year) ki-masz{ki} u3# hu-ur5-ti{ki} ba-hul	hu-ur5-ti{ki}
P128895	SACT 1, 140	@reverse	3	mu ki-masz{ki} u3 hu-ur5-ti ba-hul	mu ki-mac{ki} u3 hu-ur5-ti ba-hul		mu(year) ki-masz{ki} u3 hu-ur5-ti ba-hul	hu-ur5-ti
P128896	SACT 1, 141	@reverse	4	mu us2-sa ki#-masz{ki#} u3# hu-ur5-ti ba-hul	mu us2-sa ki#-mac{ki#} u3# hu-ur5-ti ba-hul		mu(year) us2-sa ki#-masz{ki#} u3# hu-ur5-ti ba-hul	us2-sa
P128897	SACT 1, 142	@reverse	5	mu ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	mu ha-ar-ci{ki} u3 ki-mac{ki} ba-hul		mu(year) ha-ar-szi{ki} u3 ki-masz{ki} ba-hul	ki-masz{ki}
P128898	SACT 1, 143	@left	1	1(disz)	1(dic)			
P128899	SACT 1, 144	@left	1	7(disz)	7(dic)			
P128900	SACT 1, 145	@left	1	3(disz)	3(dic)			
P128901	SACT 1, 146	@left	1	2(u) 4(disz)	2(u) 4(dic)			
P128902	SACT 1, 147	@left	1	1(gesz2) 6(disz)	1(gec2) 6(dic)			
P128903	SACT 1, 148	@left	1	1(gesz2)	1(gec2)			
P128904	SACT 1, 149	@left	1	1(u) udu	1(u) udu			
P128905	SACT 1, 150	@left	1	7(disz)	7(dic)			
P128906	SACT 1, 151	@left	1	3(disz) gu4 1(u) 5(disz) udu	3(dic) gu4 1(u) 5(dic) udu			
P128907	SACT 1, 152	@left	1	3(u) 1(disz) udu	3(u) 1(dic) udu			
P128908	SACT 1, 153	@left	1	1(gesz'u) udu	1(gec'u) udu			
P128909	SACT 1, 154	@left	1	6(disz)	6(dic)			
P128910	SACT 1, 155	@left	1	3(disz)	3(dic)			
P128911	SACT 1, 156	@left	1	2(disz) gu4 1(u) 5(disz) udu	2(dic) gu4 1(u) 5(dic) udu			
P128912	SACT 1, 157	@left	1	1(disz)	1(dic)			
P128913	SACT 1, 158	@left	1	1(disz)	1(dic)			
P128914	SACT 1, 159	@left	1	5(disz) udu	5(dic) udu			
P128915	SACT 1, 160	@left	1	1(u) 3(disz)	1(u) 3(dic)			
P128916	SACT 1, 161	@left	1	1(disz) gu4 2(disz) udu	1(dic) gu4 2(dic) udu			
P128917	SACT 1, 162	@left	1	4(disz)	4(dic)	(total:) 4 (ovicaprids).		
P128918	SACT 1, 163	@left	1	2(u)	2(u)			
P128919	SACT 1, 164	@left	1	1(disz)	1(dic)			
P128920	SACT 1, 165	@left	1	1(disz)	1(dic)			
P128921	SACT 1, 166	@left	1	2(u) 1(disz)	2(u) 1(dic)			
P128922	SACT 1, 167	@left	1	7(disz) gu4 3(u) udu	7(dic) gu4 3(u) udu			
P128923	SACT 1, 168	@left	1	4(disz) gu4 2(u) 6(disz) udu	4(dic) gu4 2(u) 6(dic) udu			
P128924	SACT 1, 169	@left	1	4(disz) udu	4(dic) udu			
P128925	SACT 1, 170	@left	1	1(u) 5(disz) udu	1(u) 5(dic) udu			
P128926	SACT 1, 171	@left	1	4(u) 5(disz) udu	4(u) 5(dic) udu			
P128927	SACT 1, 172	@left	2	mu {d}szu-{d}suen lugal	mu {d}cu-{d}suen lugal		mu(year) {d}szu-{d}suen lugal	{d}szu-{d}suen
P128928	SACT 1, 173	@left	1	4(disz) udu	4(dic) udu			
P128929	SACT 1, 174	@left	1	4(disz)	4(dic)			
P128930	SACT 1, 175	@column 2	3	dumu# ur-{d}ha#-[ia3]	dumu# ur-{d}ha#-[ia3]		dumu(year)# ur-{d}ha#-[ia3]	
P128931	SACT 1, 176	@reverse	19	mu {d}szu-{d}suen lugal uri5{ki}-[ma-ke4] ma-da za-ab-[sza-li{ki} mu-hul]	mu {d}cu-{d}suen lugal uri5{ki}-[ma-ke4] ma-da za-ab-[ca-li{ki} mu-hul]		mu(year) {d}szu-{d}suen lugal uri5{ki}-[ma-ke4] ma-da za-ab-[sza-li{ki} mu(year)-hul]	{d}szu-{d}suen
P128932	SACT 1, 177	@reverse	12	[mu ...] ba-hul	[mu ...] ba-hul		[mu(year) ...] ba-hul	
P128933	SACT 1, 178	@left	1	2(u) 9(disz) udu	2(u) 9(dic) udu			
P128934	SACT 1, 179	@left	1	8(disz) udu	8(dic) udu			
P128935	SACT 1, 180	@reverse	4	mu sza-asz-ru{ki} ba-hul-a	mu ca-ac-ru{ki} ba-hul-a		mu(year) sza-asz-ru{ki} ba-hul-a	sza-asz-ru{ki}
P128936	SACT 1, 181	@left	1	3(disz) gu4 1(gesz2) 5(disz) udu	3(dic) gu4 1(gec2) 5(dic) udu			
P128937	SACT 1, 182	@reverse	4	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P128938	SACT 1, 183	@left	1	mu ma2-dara3-abzu ba-ab-du8	mu ma2-dara3-abzu ba-ab-du8		mu(year) ma2-dara3-abzu ba-ab-du8	
P128939	SACT 1, 184	@reverse	5	mu ma-da za-ab-sza-li{ki} [...]	mu ma-da za-ab-ca-li{ki} [...]		mu(year) ma-da za-ab-sza-li{ki} [...]	[...]
P128940	SACT 1, 185	@reverse	6	geme2-{d}EN-[...]	geme2-{d}EN-[...]			
P128941	SACT 1, 186	@left	1	[mu en-nun-e]-{d}amar-{d}suen-ra-ki-[ag2 en eridu]{ki} [ba-hun]	[mu en-nun-e]-{d}amar-{d}suen-ra-ki-[ag2 en eridu]{ki} [ba-hun]		[mu(year) en-nun-e]-{d}amar-{d}suen-ra-ki-[ag2 en eridu]{ki} [ba-hun]	
P128942	SACT 1, 187	@column 6	21'	2(disz) udu [x]	2(dic) udu [x]			
P128943	SACT 1, 188	@column 3	5'	x x {d}nanna#-i3-[...]	x x {d}nanna#-i3-[...]			
P128944	SACT 1, 189	@column 5	5'	szabra ib2-dab5	cabra ib2-dab5			
P128945	SACT 1, 190	@column 5	6	szunigin2 5(u) 4(disz) ud5	cunigin2 5(u) 4(dic) ud5			
P128946	SACT 1, 191	@reverse	5	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul	mu {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu-hul	year: ”Amar-Suen, the king, Urbilum destroyed.”	mu(year) {d}amar-{d}suen lugal-e ur-bi2-lum{ki} mu(year)-hul	mu-hul
P128947	SACT 1, 192	@reverse	2	{gi}pisan lu2-banda3{da}	{gi}pisan lu2-banda3{da}	basket of Lu-banda.		
P128948	SACT 1, 193	@reverse	16	en3-bi tar-re-dam	en3-bi tar-re-dam			
P128949	SACT 1, 194	@reverse	4	mu us2-sa an-sza-an{ki} ba-hul	mu us2-sa an-ca-an{ki} ba-hul		mu(year) us2-sa an-sza-an{ki} ba-hul	
P128950	SACT 1, 195	@reverse	3	mu us2-sa ur-bi2-lum{ki} ba-hul	mu us2-sa ur-bi2-lum{ki} ba-hul		mu(year) us2-sa ur-bi2-lum{ki} ba-hul	us2-sa
P128951	SACT 1, 196	@seal 1	3	dumu ur-x-[...]	dumu ur-x-[...]		dumu(year) ur-x-[...]	
P128954	SACT 1, 199	@reverse	3	mu en {d}nanna ba-[hun]	mu en {d}nanna ba-[hun]		mu(year) en {d}nanna ba-[hun]	ba-[hun]
P143168	Sadberk Hanim Museum 02	@reverse	4	mu us2-sa ki-masz{ki} ba-hul	mu us2-sa ki-mac{ki} ba-hul		mu(year) us2-sa ki-masz{ki} ba-hul	
P129396	SAKF 046	@reverse	4	mu {d}amar-{d}suen lugal	mu {d}amar-{d}suen lugal		mu(year) {d}amar-{d}suen lugal	{d}amar-{d}suen
P129317	SAKF 047	@reverse	2	masz2-da-re-a	mac2-da-re-a			
P129369	SAKF 099	@reverse	3	mu us2-sa ma2-dara3-abzu ba-ab-du8	mu us2-sa ma2-dara3-abzu ba-ab-du8		mu(year) us2-sa ma2-dara3-abzu ba-ab-du8	
P129380	SAKF 112	@left	1	1(disz) udu	1(dic) udu			
P129389	SAKF 121	@reverse	4'	[mu] {d}szu-{d}suen [lugal] uri5{ki}-ma-ke4 [na]-ru2-a-mah {d}en-lil2 {d}nin-lil2-ra mu-[ne-du3]	[mu] {d}cu-{d}suen [lugal] uri5{ki}-ma-ke4 [na]-ru2-a-mah {d}en-lil2 {d}nin-lil2-ra mu-[ne-du3]		[mu(year)] {d}szu-{d}suen [lugal] uri5{ki}-ma-ke4 [na]-ru2-a-mah {d}en-lil2 {d}nin-lil2-ra mu(year)-[ne-du3]	{d}nin-lil2-ra
P129390	SAKF 122	@left	1	[...] udu	[...] udu			
