tablet_num	relation_type	subject	object	providence	period	dates_referenced	subject_tag	object_tag
P320504	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.06.13 (us2 year)"	PN	ANIM
P320531	person:delivers_animal  	sukkal	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.05.22"	PN	ANIM
P320552	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.06.00"	ANIM	PN
P320571	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.06.21"	ANIM	PN
P320583	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.10.19"	ANIM	PN
P320597	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.07.24"	ANIM	PN
P320611	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.01.17 (us2 year)"	ANIM	PN
P320612	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.10.27"	ANIM	PN
P320624	person:receives_animal  	az	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.10.06"	ANIM	PN
P320754	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.04 (us2 year)"	ANIM	PN
P320757	person:receives_animal  	az	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.03.25 (us2 year)"	ANIM	PN
P320824	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.09.21"	ANIM	PN
P320868	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.05.03.04 (us2 year)"	ANIM	PN
P320873	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.05.22"	ANIM	PN
P320911	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.07.18 (us2 year)"	ANIM	PN
P320917	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.06.11.05"	ANIM	PN
P320992	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.03.11d.14 (intercalated)"	ANIM	PN
P454258	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.12.00"	PN	ANIM
P332350	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.06.13"	ANIM	PN
P332350	person:is_king	en		" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.06.13"	PN	PN
P332351	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.06.29"	ANIM	PN
P332356	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.06.00"	ANIM	PN
P332369	person:delivers_animal  	lugal-ma2-gur8-re	masz2	" Puzriš-Dagan (mod. Drehem) ?"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.09.07.00"	PN	ANIM
P517767	person:delivers_animal  	sukkal	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.02.00 (us2 year)"	PN	ANIM
P453103	person:has_son	lu2-{d}nanna	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.05.08"	PN_1	PN_2
P342109	person:delivers_animal  	lugal-nir-gal2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.01.00 (us2 year)"	PN	ANIM
P507968	person:delivers_animal  	ur-{d}suen	az	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.04.00"	PN	ANIM
P122541	person:delivers_animal  	szesz-kal-la	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.03.07"	PN	ANIM
P122545	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Ibbi-Suen.02.08.26"	ANIM	PN
P122549	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.01.10"	PN	ANIM
P122562	person:receives_animal  	az	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.12.25"	ANIM	PN
P122565	person:delivers_animal  	lu2-{d}nanna	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.11.01"	PN	ANIM
P122635	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.12.26"	ANIM	PN
P122665	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.05.14"	ANIM	PN
P122666	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.10.06"	ANIM	PN
P122705	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.11.20"	ANIM	PN
P122709	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.11.02"	ANIM	PN
P122712	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.10.25"	ANIM	PN
P122833	person:delivers_animal  	nu-banda3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.02.00, Amar-Suen.06.10.00"	PN	ANIM
P123545	person:receives_animal  	sila4	zabar-dab5	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.39.11.25"	ANIM	PN
P123665	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.42.02.00"	PN	ANIM
P123338	person:delivers_animal  	nu-banda3	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.01.29"	PN	ANIM
P123393	person:delivers_animal  	ur-{d}suen	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.06.12"	PN	ANIM
P123283	person:delivers_animal  	nu-banda3	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.07.02"	PN	ANIM
P123509	person:delivers_animal  	nu-banda3	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.09.13"	PN	ANIM
P123528	person:delivers_animal  	e2-a-i3-li2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.11.24"	PN	ANIM
P123259	person:delivers_animal  	sanga	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.01.23"	PN	ANIM
P123456	person:delivers_animal  	e2-a-i3-li2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.02.01"	PN	ANIM
P123713	person:delivers_animal  	aga3-us2	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.09.22"	PN	ANIM
P123594	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.10.22"	PN	ANIM
P123304	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.06.27"	PN	ANIM
P123520	person:delivers_animal  	ur-{d}suen	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.12.16"	PN	ANIM
P123439	person:delivers_animal  	szar-ru-um-i3-li2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.12.17"	PN	ANIM
P123287	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.03.20"	PN	ANIM
P123626	person:delivers_animal  	lugal-nir-gal2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.05.26 (us2 year)"	PN	ANIM
P123422	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.06.18 (us2 year)"	PN	ANIM
P123512	person:delivers_animal  	zabar-dab5	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.09.00 (us2 year)"	PN	ANIM
P123526	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.10.00 (us2 year)"	PN	ANIM
P123590	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.01.00 (us2 year)"	PN	ANIM
P123442	person:delivers_animal  	ur-{d}suen	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.05.11 (us2 year)"	PN	ANIM
P123469	person:delivers_animal  	id-da-a	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.05.15 (us2 year)"	PN	ANIM
P123469	person_delivers:person_recieves	sanga	id-da-a	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.05.15 (us2 year)"	PN_1	PN_2
P123286	person:delivers_animal  	ur-nigar{gar}	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.06.27"	PN	ANIM
P123353	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.07.03"	PN	ANIM
P123427	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.07.00"	PN	ANIM
P123434	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.09.17"	PN	ANIM
P123401	person:delivers_animal  	e2-a-i3-li2	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.--.06.00"	PN	ANIM
P123577	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.05.00"	ANIM	PN
P123501	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.09.17"	ANIM	PN
P123532	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.06.18"	ANIM	PN
P123631	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.10.16"	ANIM	PN
P123676	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.11.15"	ANIM	PN
P123326	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.45.12.07"	ANIM	PN
P123567	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.10.28"	ANIM	PN
P123500	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.06.05 (us2 year)"	ANIM	PN
P123444	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.02.13 (us2 year)"	ANIM	PN
P123330	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.04.00 (us2 year)"	ANIM	PN
P123705	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.12.02"	ANIM	PN
P123257	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.09.21"	ANIM	PN
P123505	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.46.03.24"	ANIM	PN
P123436	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.08.05 (us2 year)"	ANIM	PN
P123640	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.10 (us2 year)"	ANIM	PN
P123395	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.01.20 (us2 year)"	ANIM	PN
P123400	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.10.30"	ANIM	PN
P123639	person:receives_animal  	az	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.02.19 (us2 year)"	ANIM	PN
P123735	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.07.14"	ANIM	PN
P123743	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.05.13"	ANIM	PN
P123766	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.09.16"	ANIM	PN
P123768	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.11.19"	ANIM	PN
P123805	person:delivers_animal  	nar	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.04.27"	PN	ANIM
P123810	person:delivers_animal  	szu-ru-usz-ki-in	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.03.05"	PN	ANIM
P123811	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.03.20"	PN	ANIM
P123819	person:delivers_animal  	nu-banda3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.06.15"	PN	ANIM
P123830	person:delivers_animal  	dam-gar3	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.12.23"	PN	ANIM
P123831	person:delivers_animal  	id-da-a	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.12.28"	PN	ANIM
P124097	person:receives_animal  	masz2	sipa	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.01.20"	ANIM	PN
P124165	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.11.14"	ANIM	PN
P124166	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.02.09"	ANIM	PN
P124169	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.05.17"	ANIM	PN
P124210	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.04.02"	ANIM	PN
P124339	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.02.30"	PN	ANIM
P124341	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.09.00"	PN	ANIM
P123194	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.05.11.08"	ANIM	PN
P124431	person:delivers_animal  	nir-i3-da-gal2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.04.16"	PN	ANIM
P124474	person:receives_animal  	gu4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.01.02 (us2 year)"	ANIM	PN
P124476	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.07.26 (us2 year)"	ANIM	PN
P124477	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.12.07 (us2 year)"	ANIM	PN
P124478	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.09.23"	ANIM	PN
P124531	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.01.01 (us2 year)"	ANIM	PN
P124532	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.02.03.07"	ANIM	PN
P124534	person:receives_animal  	sila4	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.03.07.17"	ANIM	PN
P124541	person:delivers_animal  	di-ku5	masz2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.05.09.19 (us2 year)"	PN	ANIM
P124543	person:delivers_animal  	lu2-{d}nanna	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.07.03.27"	PN	ANIM
P414583	person:receives_animal  	masz-da3	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.43.05.00"	ANIM	PN
P124634	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.11.21"	PN	ANIM
P124641	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.06.19 (us2 year)"	PN	ANIM
P124646	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.02.00"	PN	ANIM
P124663	person:delivers_animal  	nir-i3-da-gal2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.03.00"	PN	ANIM
P424387	person:delivers_animal  	szesz-kal-la	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.04.04.00"	PN	ANIM
P124857	person:delivers_animal  	ur-{d}suen	az	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.29 (us2 year)"	PN	ANIM
P124858	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.06.26"	PN	ANIM
P124858	person_delivers:person_recieves	ur-nigar{gar}	ur-{d}en-lil2-la2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.06.26"	PN_1	PN_2
P125425	person:delivers_animal  	id-da-a	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.01.04"	PN	ANIM
P125435	person:delivers_animal  	szar-ru-um-ba-ni	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.09.08.25"	PN	ANIM
P125460	person:delivers_animal  	ra2-gaba	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.04.04 (us2 year)"	PN	ANIM
P125475	person:delivers_animal  	ARAD2-mu	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.12.15"	PN	ANIM
P125508	person:delivers_animal  	e2-a-i3-li2	masz-da3	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.10.18"	PN	ANIM
P125554	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.05.12.12"	PN	ANIM
P125580	person:delivers_animal  	sukkal	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.02.23"	PN	ANIM
P125630	person:receives_animal  	gukkal	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.11.23, Šulgi.48.11.29"	ANIM	PN
P125662	person:delivers_animal  	lu2-{d}nanna	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.03.05.00"	PN	ANIM
P125752	person:receives_animal  	sila4	szabra	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.07.04.00"	ANIM	PN
P125760	person:delivers_animal  	u4-da-tusz	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.04.05.00"	PN	ANIM
P125862	person:receives_animal  	masz2	lu2-bala-sa6-ga	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.08.01.00, Šū-Suen.08.12.00"	ANIM	PN
P125864	person:delivers_animal  	zabar-dab5	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.02.11"	PN	ANIM
P125864	person_delivers:person_recieves	e2-a-i3-li2	zabar-dab5	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šū-Suen.02.02.11"	PN_1	PN_2
P125996	person:receives_animal  	{ansze}kunga2	szesz-kal-la	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.48.12.00"	ANIM	PN
P126037	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.08.11.00"	PN	ANIM
P126078	person:receives_animal  	sila4	na-gada	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Amar-Suen.01.10.26"	ANIM	PN
P126085	person:delivers_animal  	szabra	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.02.04 (us2 year)"	PN	ANIM
P126335	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.44.05.23"	ANIM	PN
P126368	person:delivers_animal  	ur-{d}en-lil2-la2	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.35.05.00 (us2 year)"	PN	ANIM
P126368	person_delivers:person_recieves	ARAD2-mu	ur-{d}en-lil2-la2	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.35.05.00 (us2 year)"	PN_1	PN_2
P126399	person:delivers_animal  	sanga	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.05.19 (us2 year)"	PN	ANIM
P126400	person:delivers_animal  	ARAD2-mu	sila4	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" --.--.--.--"	PN	ANIM
P126423	person:receives_animal  	masz2	ur-nigar{gar}	" Puzriš-Dagan (mod. Drehem)"	" Ur III (ca. 2100-2000 BC)"	" Šulgi.47.11.13 (us2 year)"	ANIM	PN
